DATAFLOW,LAST UPDATE,freq,nace_r2,isco08,worktime,age,sex,indic_se,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Industry, construction and services (except public administration, defense, compulsory social security),Total,Full-time,Total,Females,Mean earnings in euro,Cyprus,2018,1756,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Industry, construction and services (except public administration, defense, compulsory social security),Total,Full-time,Total,Females,Mean earnings in euro,Czechia,2002,417,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Industry, construction and services (except public administration, defense, compulsory social security),Total,Full-time,Total,Females,Mean earnings in euro,Czechia,2006,622,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Industry, construction and services (except public administration, defense, compulsory social security),Total,Full-time,Total,Females,Mean earnings in euro,Czechia,2010,821,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Industry, construction and services (except public administration, defense, compulsory social security),Total,Full-time,Total,Females,Mean earnings in euro,Czechia,2014,794,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Industry, construction and services (except public administration, defense, compulsory social security),Total,Full-time,Total,Females,Mean earnings in euro,Czechia,2018,1078,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Industry, construction and services (except public administration, defense, compulsory social security),Total,Full-time,Total,Females,Mean earnings in euro,Germany (until 1990 former territory of the FRG),2006,2418,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Industry, construction and services (except public administration, defense, compulsory social security),Total,Full-time,Total,Females,Mean earnings in euro,Germany (until 1990 former territory of the FRG),2010,2601,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Industry, construction and services (except public administration, defense, compulsory social security),Total,Full-time,Total,Females,Mean earnings in euro,Germany (until 1990 former territory of the FRG),2014,2890,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Industry, construction and services (except public administration, defense, compulsory social security),Total,Full-time,Total,Females,Mean earnings in euro,Germany (until 1990 former territory of the FRG),2018,3243,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Industry, construction and services (except public administration, defense, compulsory social security),Total,Full-time,Total,Females,Mean earnings in euro,Denmark,2006,3241,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Industry, construction and services (except public administration, defense, compulsory social security),Total,Full-time,Total,Females,Mean earnings in euro,Denmark,2010,3874,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Industry, construction and services (except public administration, defense, compulsory social security),Total,Full-time,Total,Females,Mean earnings in euro,Denmark,2014,4147,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Industry, construction and services (except public administration, defense, compulsory social security),Total,Full-time,Total,Females,Mean earnings in euro,Denmark,2018,4479,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Industry, construction and services (except public administration, defense, compulsory social security),Total,Full-time,Total,Females,Mean earnings in euro,Estonia,2006,532,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Industry, construction and services (except public administration, defense, compulsory social security),Total,Full-time,Total,Females,Mean earnings in euro,Estonia,2010,708,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Industry, construction and services (except public administration, defense, compulsory social security),Total,Full-time,Total,Females,Mean earnings in euro,Estonia,2014,912,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Industry, construction and services (except public administration, defense, compulsory social security),Total,Full-time,Total,Females,Mean earnings in euro,Estonia,2018,1213,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Industry, construction and services (except public administration, defense, compulsory social security),Total,Full-time,Total,Females,Mean earnings in euro,Greece,2006,1390,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Industry, construction and services (except public administration, defense, compulsory social security),Total,Full-time,Total,Females,Mean earnings in euro,Greece,2010,1650,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Industry, construction and services (except public administration, defense, compulsory social security),Total,Full-time,Total,Females,Mean earnings in euro,Greece,2014,1506,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Industry, construction and services (except public administration, defense, compulsory social security),Total,Full-time,Total,Females,Mean earnings in euro,Greece,2018,1397,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Industry, construction and services (except public administration, defense, compulsory social security),Total,Full-time,Total,Females,Mean earnings in euro,Spain,2002,1348,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Industry, construction and services (except public administration, defense, compulsory social security),Total,Full-time,Total,Females,Mean earnings in euro,Spain,2006,1532,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Industry, construction and services (except public administration, defense, compulsory social security),Total,Full-time,Total,Females,Mean earnings in euro,Spain,2010,1822,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Industry, construction and services (except public administration, defense, compulsory social security),Total,Full-time,Total,Females,Mean earnings in euro,Spain,2014,1943,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Industry, construction and services (except public administration, defense, compulsory social security),Total,Full-time,Total,Females,Mean earnings in euro,Spain,2018,2025,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Industry, construction and services (except public administration, defense, compulsory social security),Total,Full-time,Total,Females,Mean earnings in euro,European Union - 27 countries (from 2020),2006,1633,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Industry, construction and services (except public administration, defense, compulsory social security),Total,Full-time,Total,Females,Mean earnings in euro,European Union - 27 countries (from 2020),2010,1873,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Industry, construction and services (except public administration, defense, compulsory social security),Total,Full-time,Total,Females,Mean earnings in euro,European Union - 27 countries (from 2020),2014,2073.64,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Industry, construction and services (except public administration, defense, compulsory social security),Total,Full-time,Total,Females,Mean earnings in euro,European Union - 27 countries (from 2020),2018,2241,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Industry, construction and services (except public administration, defense, compulsory social security),Total,Full-time,Total,Females,Mean earnings in euro,European Union - 28 countries (2013-2020),2006,1848,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Industry, construction and services (except public administration, defense, compulsory social security),Total,Full-time,Total,Females,Mean earnings in euro,European Union - 28 countries (2013-2020),2010,1993,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Industry, construction and services (except public administration, defense, compulsory social security),Total,Full-time,Total,Females,Mean earnings in euro,European Union - 28 countries (2013-2020),2014,2223,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Industry, construction and services (except public administration, defense, compulsory social security),Total,Full-time,Total,Females,Mean earnings in euro,Finland,2006,2303,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Industry, construction and services (except public administration, defense, compulsory social security),Total,Full-time,Total,Females,Mean earnings in euro,Finland,2010,2708,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Industry, construction and services (except public administration, defense, compulsory social security),Total,Full-time,Total,Females,Mean earnings in euro,Finland,2014,2968,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Industry, construction and services (except public administration, defense, compulsory social security),Total,Full-time,Total,Females,Mean earnings in euro,Finland,2018,3134,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Industry, construction and services (except public administration, defense, compulsory social security),Total,Full-time,Total,Females,Mean earnings in euro,France,2006,2250,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Industry, construction and services (except public administration, defense, compulsory social security),Total,Full-time,Total,Females,Mean earnings in euro,France,2010,2373,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Industry, construction and services (except public administration, defense, compulsory social security),Total,Full-time,Total,Females,Mean earnings in euro,France,2014,2576,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Industry, construction and services (except public administration, defense, compulsory social security),Total,Full-time,Total,Females,Mean earnings in euro,France,2018,2637,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Industry, construction and services (except public administration, defense, compulsory social security),Total,Full-time,Total,Females,Mean earnings in euro,Croatia,2010,953,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Industry, construction and services (except public administration, defense, compulsory social security),Total,Full-time,Total,Females,Mean earnings in euro,Croatia,2014,1005,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Industry, construction and services (except public administration, defense, compulsory social security),Total,Full-time,Total,Females,Mean earnings in euro,Croatia,2018,1109,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Industry, construction and services (except public administration, defense, compulsory social security),Total,Full-time,Total,Females,Mean earnings in euro,Hungary,2002,406,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Industry, construction and services (except public administration, defense, compulsory social security),Total,Full-time,Total,Females,Mean earnings in euro,Hungary,2006,568,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Industry, construction and services (except public administration, defense, compulsory social security),Total,Full-time,Total,Females,Mean earnings in euro,Hungary,2010,671,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Industry, construction and services (except public administration, defense, compulsory social security),Total,Full-time,Total,Females,Mean earnings in euro,Hungary,2014,719,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Industry, construction and services (except public administration, defense, compulsory social security),Total,Full-time,Total,Females,Mean earnings in euro,Hungary,2018,927,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Industry, construction and services (except public administration, defense, compulsory social security),Total,Full-time,Total,Females,Mean earnings in euro,Ireland,2002,2572,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Industry, construction and services (except public administration, defense, compulsory social security),Total,Full-time,Total,Females,Mean earnings in euro,Ireland,2006,3047,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Industry, construction and services (except public administration, defense, compulsory social security),Total,Full-time,Total,Females,Mean earnings in euro,Ireland,2010,3205,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Industry, construction and services (except public administration, defense, compulsory social security),Total,Full-time,Total,Females,Mean earnings in euro,Ireland,2014,3637,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Industry, construction and services (except public administration, defense, compulsory social security),Total,Full-time,Total,Females,Mean earnings in euro,Ireland,2018,3653,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Industry, construction and services (except public administration, defense, compulsory social security),Total,Full-time,Total,Females,Mean earnings in euro,Iceland,2006,3213,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Industry, construction and services (except public administration, defense, compulsory social security),Total,Full-time,Total,Females,Mean earnings in euro,Iceland,2010,2191,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Industry, construction and services (except public administration, defense, compulsory social security),Total,Full-time,Total,Females,Mean earnings in euro,Iceland,2014,2947,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Industry, construction and services (except public administration, defense, compulsory social security),Total,Full-time,Total,Females,Mean earnings in euro,Iceland,2018,4682,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Industry, construction and services (except public administration, defense, compulsory social security),Total,Full-time,Total,Females,Mean earnings in euro,Italy,2006,1920,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Industry, construction and services (except public administration, defense, compulsory social security),Total,Full-time,Total,Females,Mean earnings in euro,Italy,2010,2189,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Industry, construction and services (except public administration, defense, compulsory social security),Total,Full-time,Total,Females,Mean earnings in euro,Italy,2014,2333,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Industry, construction and services (except public administration, defense, compulsory social security),Total,Full-time,Total,Females,Mean earnings in euro,Italy,2018,2428,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Industry, construction and services (except public administration, defense, compulsory social security),Total,Full-time,Total,Females,Mean earnings in euro,Lithuania,2002,297,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Industry, construction and services (except public administration, defense, compulsory social security),Total,Full-time,Total,Females,Mean earnings in euro,Lithuania,2006,421,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Industry, construction and services (except public administration, defense, compulsory social security),Total,Full-time,Total,Females,Mean earnings in euro,Lithuania,2010,535,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Industry, construction and services (except public administration, defense, compulsory social security),Total,Full-time,Total,Females,Mean earnings in euro,Lithuania,2014,640,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Industry, construction and services (except public administration, defense, compulsory social security),Total,Full-time,Total,Females,Mean earnings in euro,Lithuania,2018,883,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Industry, construction and services (except public administration, defense, compulsory social security),Total,Full-time,Total,Females,Mean earnings in euro,Luxembourg,2006,2966,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Industry, construction and services (except public administration, defense, compulsory social security),Total,Full-time,Total,Females,Mean earnings in euro,Luxembourg,2010,3340,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Industry, construction and services (except public administration, defense, compulsory social security),Total,Full-time,Total,Females,Mean earnings in euro,Luxembourg,2014,3962,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Industry, construction and services (except public administration, defense, compulsory social security),Total,Full-time,Total,Females,Mean earnings in euro,Luxembourg,2018,4525,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Industry, construction and services (except public administration, defense, compulsory social security),Total,Full-time,Total,Females,Mean earnings in euro,Latvia,2006,421,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Industry, construction and services (except public administration, defense, compulsory social security),Total,Full-time,Total,Females,Mean earnings in euro,Latvia,2010,605,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Industry, construction and services (except public administration, defense, compulsory social security),Total,Full-time,Total,Females,Mean earnings in euro,Latvia,2014,725,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Industry, construction and services (except public administration, defense, compulsory social security),Total,Full-time,Total,Females,Mean earnings in euro,Latvia,2018,999,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Industry, construction and services (except public administration, defense, compulsory social security),Total,Full-time,Total,Females,Mean earnings in euro,North Macedonia,2010,465,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Industry, construction and services (except public administration, defense, compulsory social security),Total,Full-time,Total,Females,Mean earnings in euro,North Macedonia,2014,470,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Industry, construction and services (except public administration, defense, compulsory social security),Total,Full-time,Total,Females,Mean earnings in euro,North Macedonia,2018,531,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Industry, construction and services (except public administration, defense, compulsory social security),Total,Full-time,Total,Females,Mean earnings in euro,Malta,2006,1204,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Industry, construction and services (except public administration, defense, compulsory social security),Total,Full-time,Total,Females,Mean earnings in euro,Malta,2010,1411,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Industry, construction and services (except public administration, defense, compulsory social security),Total,Full-time,Total,Females,Mean earnings in euro,Malta,2014,1591,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Industry, construction and services (except public administration, defense, compulsory social security),Total,Full-time,Total,Females,Mean earnings in euro,Malta,2018,1924,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Industry, construction and services (except public administration, defense, compulsory social security),Total,Full-time,Total,Females,Mean earnings in euro,Netherlands,2002,2194,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Industry, construction and services (except public administration, defense, compulsory social security),Total,Full-time,Total,Females,Mean earnings in euro,Netherlands,2006,2261,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Industry, construction and services (except public administration, defense, compulsory social security),Total,Full-time,Total,Females,Mean earnings in euro,Netherlands,2010,2704,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Industry, construction and services (except public administration, defense, compulsory social security),Total,Full-time,Total,Females,Mean earnings in euro,Netherlands,2014,2967.95,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Industry, construction and services (except public administration, defense, compulsory social security),Total,Full-time,Total,Females,Mean earnings in euro,Netherlands,2018,3287,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Industry, construction and services (except public administration, defense, compulsory social security),Total,Full-time,Total,Females,Mean earnings in euro,Norway,2006,3716,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Industry, construction and services (except public administration, defense, compulsory social security),Total,Full-time,Total,Females,Mean earnings in euro,Norway,2010,4436,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Industry, construction and services (except public administration, defense, compulsory social security),Total,Full-time,Total,Females,Mean earnings in euro,Norway,2014,4920,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Industry, construction and services (except public administration, defense, compulsory social security),Total,Full-time,Total,Females,Mean earnings in euro,Norway,2018,4748,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Industry, construction and services (except public administration, defense, compulsory social security),Total,Full-time,Total,Females,Mean earnings in euro,Poland,2002,512,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Industry, construction and services (except public administration, defense, compulsory social security),Total,Full-time,Total,Females,Mean earnings in euro,Poland,2006,607,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Industry, construction and services (except public administration, defense, compulsory social security),Total,Full-time,Total,Females,Mean earnings in euro,Poland,2010,752,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Industry, construction and services (except public administration, defense, compulsory social security),Total,Full-time,Total,Females,Mean earnings in euro,Poland,2014,889,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Industry, construction and services (except public administration, defense, compulsory social security),Total,Full-time,Total,Females,Mean earnings in euro,Poland,2018,1008,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Industry, construction and services (except public administration, defense, compulsory social security),Total,Full-time,Total,Females,Mean earnings in euro,Portugal,2006,1078,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Industry, construction and services (except public administration, defense, compulsory social security),Total,Full-time,Total,Females,Mean earnings in euro,Portugal,2010,1187,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Industry, construction and services (except public administration, defense, compulsory social security),Total,Full-time,Total,Females,Mean earnings in euro,Portugal,2014,1162,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Industry, construction and services (except public administration, defense, compulsory social security),Total,Full-time,Total,Females,Mean earnings in euro,Portugal,2018,1225,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Industry, construction and services (except public administration, defense, compulsory social security),Total,Full-time,Total,Females,Mean earnings in euro,Romania,2002,178,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Industry, construction and services (except public administration, defense, compulsory social security),Total,Full-time,Total,Females,Mean earnings in euro,Romania,2006,319,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Industry, construction and services (except public administration, defense, compulsory social security),Total,Full-time,Total,Females,Mean earnings in euro,Romania,2010,429,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Industry, construction and services (except public administration, defense, compulsory social security),Total,Full-time,Total,Females,Mean earnings in euro,Romania,2014,513,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Industry, construction and services (except public administration, defense, compulsory social security),Total,Full-time,Total,Females,Mean earnings in euro,Romania,2018,941,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Industry, construction and services (except public administration, defense, compulsory social security),Total,Full-time,Total,Females,Mean earnings in euro,Sweden,2002,2380,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Industry, construction and services (except public administration, defense, compulsory social security),Total,Full-time,Total,Females,Mean earnings in euro,Sweden,2006,2611,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Industry, construction and services (except public administration, defense, compulsory social security),Total,Full-time,Total,Females,Mean earnings in euro,Sweden,2010,2937,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Industry, construction and services (except public administration, defense, compulsory social security),Total,Full-time,Total,Females,Mean earnings in euro,Sweden,2014,3474,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Industry, construction and services (except public administration, defense, compulsory social security),Total,Full-time,Total,Females,Mean earnings in euro,Sweden,2018,3408,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Industry, construction and services (except public administration, defense, compulsory social security),Total,Full-time,Total,Females,Mean earnings in euro,Slovenia,2002,965,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Industry, construction and services (except public administration, defense, compulsory social security),Total,Full-time,Total,Females,Mean earnings in euro,Slovenia,2006,1146,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Industry, construction and services (except public administration, defense, compulsory social security),Total,Full-time,Total,Females,Mean earnings in euro,Slovenia,2010,1445,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Industry, construction and services (except public administration, defense, compulsory social security),Total,Full-time,Total,Females,Mean earnings in euro,Slovenia,2014,1523,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Industry, construction and services (except public administration, defense, compulsory social security),Total,Full-time,Total,Females,Mean earnings in euro,Slovenia,2018,1627,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Industry, construction and services (except public administration, defense, compulsory social security),Total,Full-time,Total,Females,Mean earnings in euro,Slovakia,2002,297,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Industry, construction and services (except public administration, defense, compulsory social security),Total,Full-time,Total,Females,Mean earnings in euro,Slovakia,2006,452,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Industry, construction and services (except public administration, defense, compulsory social security),Total,Full-time,Total,Females,Mean earnings in euro,Slovakia,2010,694,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Industry, construction and services (except public administration, defense, compulsory social security),Total,Full-time,Total,Females,Mean earnings in euro,Slovakia,2014,832,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Industry, construction and services (except public administration, defense, compulsory social security),Total,Full-time,Total,Females,Mean earnings in euro,Slovakia,2018,1035,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Industry, construction and services (except public administration, defense, compulsory social security),Total,Full-time,Total,Females,Mean earnings in euro,Turkey,2006,603,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Industry, construction and services (except public administration, defense, compulsory social security),Total,Full-time,Total,Females,Mean earnings in euro,Turkey,2010,761,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Industry, construction and services (except public administration, defense, compulsory social security),Total,Full-time,Total,Females,Mean earnings in euro,Turkey,2014,753,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Industry, construction and services (except public administration, defense, compulsory social security),Total,Full-time,Total,Females,Mean earnings in euro,Turkey,2018,660,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Industry, construction and services (except public administration, defense, compulsory social security),Total,Full-time,Total,Females,Mean earnings in euro,United Kingdom,2002,2731,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Industry, construction and services (except public administration, defense, compulsory social security),Total,Full-time,Total,Females,Mean earnings in euro,United Kingdom,2006,2970,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Industry, construction and services (except public administration, defense, compulsory social security),Total,Full-time,Total,Females,Mean earnings in euro,United Kingdom,2010,2629,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Industry, construction and services (except public administration, defense, compulsory social security),Total,Full-time,Total,Females,Mean earnings in euro,United Kingdom,2014,2958,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Industry, construction and services (except public administration, defense, compulsory social security),Total,Full-time,Total,Females,Mean earnings in euro,United Kingdom,2018,3053,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Industry, construction and services (except public administration, defense, compulsory social security),Total,Full-time,Total,Males,Mean earnings in euro,Austria,2006,2658,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Industry, construction and services (except public administration, defense, compulsory social security),Total,Full-time,Total,Males,Mean earnings in euro,Austria,2010,2886,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Industry, construction and services (except public administration, defense, compulsory social security),Total,Full-time,Total,Males,Mean earnings in euro,Austria,2014,3196,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Industry, construction and services (except public administration, defense, compulsory social security),Total,Full-time,Total,Males,Mean earnings in euro,Austria,2018,3453,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Industry, construction and services (except public administration, defense, compulsory social security),Total,Full-time,Total,Males,Mean earnings in euro,Belgium,2006,2840,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Industry, construction and services (except public administration, defense, compulsory social security),Total,Full-time,Total,Males,Mean earnings in euro,Belgium,2010,3195,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Industry, construction and services (except public administration, defense, compulsory social security),Total,Full-time,Total,Males,Mean earnings in euro,Belgium,2014,3432,
ESTAT:EARN_SES_MONTHLY(1.0),04/03/22 11:00:00,Annual,Industry, construction and services (except public administration, defense, compulsory social security),Total,Full-time,Total,Males,Mean earnings in euro,Belgium,2018,3669,
